Date,Year,Month,Region,CustomerSegment,Channel,Category,SubCategory,Product,Quantity,UnitPrice,DiscountRate,Sales,Cost,Profit
2025-01-22,2025,1,Phoenix,Consumer,Online,Electronics,Electronics,Dell XPS 13,50,281.28,0.05,13360.8,10912.61,2448.19
2023-04-16,2023,4,Philadelphia,Consumer,In-Store,Clothing,Clothing,Socks,41,512.64,0.13,18285.87,15186.94,3098.93
2024-11-17,2024,11,San Diego,Small Business,In-Store,Furniture,Furniture,Conference Table,49,68.52,0.13,2921.01,2592.67,328.34
2025-04-10,2025,4,San Jose,Corporate,Online,Furniture,Furniture,Bookshelf,40,42.17,0.14,1450.65,1216.83,233.82
2025-09-01,2025,9,Philadelphia,Consumer,Online,Furniture,Furniture,Office Chair,6,882.37,0.18,4341.26,3537.04,804.22
2024-04-22,2024,4,San Diego,Consumer,Online,Furniture,Furniture,Office Chair,2,136.95,0.13,238.29,175.93,62.36
2024-07-15,2024,7,San Jose,Corporate,In-Store,Furniture,Furniture,Standing Desk,75,647.13,0.16,40769.19,35933.49,4835.7
2024-03-20,2024,3,San Jose,Consumer,Online,Office Supplies,Office Supplies,Desk Lamp,23,268.24,0.3,4318.66,3036.78,1281.88
2024-02-25,2024,2,San Diego,Home Office,Online,Electronics,Electronics,GoPro HERO11,43,627.28,0.05,25624.39,20634.16,4990.23
2024-02-02,2024,2,Houston,Home Office,In-Store,Office Supplies,Office Supplies,Printer Paper,24,968.56,0.26,17201.63,13734.33,3467.3
2024-07-06,2024,7,Philadelphia,Small Business,In-Store,Clothing,Clothing,Men's T-Shirt,59,482.53,0.11,25337.65,18581.9,6755.75
2024-01-06,2024,1,San Antonio,Home Office,In-Store,Clothing,Clothing,Men's T-Shirt,89,113.97,0.04,9737.6,6491.24,3246.36
2024-08-02,2024,8,New York,Home Office,In-Store,Furniture,Furniture,Standing Desk,100,311.43,0.27,22734.39,19353.09,3381.3
2025-08-04,2025,8,Los Angeles,Home Office,Online,Clothing,Clothing,Women's Jeans,73,307.93,0.29,15960.01,10554.76,5405.25
2025-04-15,2025,4,Phoenix,Small Business,Online,Electronics,Electronics,GoPro HERO11,65,34.2,0.17,1845.09,1445.37,399.72
2023-03-24,2023,3,Philadelphia,Consumer,In-Store,Furniture,Furniture,Standing Desk,60,910.58,0.17,45346.88,32351.21,12995.67
2025-03-17,2025,3,Phoenix,Home Office,Online,Office Supplies,Office Supplies,Notebook,12,58.54,0.09,639.26,490.59,148.67
2024-10-15,2024,10,San Diego,Home Office,In-Store,Electronics,Electronics,iPhone 14 Pro,37,960.38,0.26,26295.2,15898.47,10396.73
2023-10-26,2023,10,Houston,Corporate,In-Store,Clothing,Clothing,Men's T-Shirt,60,987.27,0.16,49758.41,31878.19,17880.22
2024-05-09,2024,5,Philadelphia,Small Business,Online,Clothing,Clothing,Jacket,95,765.37,0.2,58168.12,51145.88,7022.24
2024-08-15,2024,8,Chicago,Small Business,In-Store,Electronics,Electronics,Kindle Paperwhite,91,898.28,0.01,80926.05,71924.62,9001.43
2025-08-30,2025,8,Phoenix,Home Office,In-Store,Office Supplies,Office Supplies,Desk Lamp,93,720.7,0.09,60992.84,48357.57,12635.27
2024-11-20,2024,11,San Jose,Home Office,In-Store,Furniture,Furniture,Conference Table,72,793.33,0.23,43982.22,34594.4,9387.82
2024-04-23,2024,4,Phoenix,Small Business,In-Store,Furniture,Furniture,Bookshelf,75,575.75,0.09,39294.94,25440.54,13854.4
2023-02-19,2023,2,Phoenix,Home Office,Online,Furniture,Furniture,Office Chair,39,43.92,0.09,1558.72,945.59,613.13
2024-05-12,2024,5,Philadelphia,Home Office,Online,Furniture,Furniture,Bookshelf,59,665.12,0.07,36495.13,31903.0,4592.13
2023-08-25,2023,8,Chicago,Home Office,In-Store,Furniture,Furniture,File Cabinet,53,837.29,0.18,36388.62,26018.6,10370.02
2025-09-08,2025,9,San Antonio,Consumer,In-Store,Office Supplies,Office Supplies,Ballpoint Pen,46,761.1,0.11,31159.43,23576.59,7582.84
2024-01-02,2024,1,New York,Consumer,Online,Clothing,Clothing,Women's Jeans,8,101.72,0.05,773.07,552.99,220.08
2024-03-21,2024,3,Chicago,Consumer,Online,Electronics,Electronics,iPhone 14 Pro,86,594.88,0.29,36323.37,22189.72,14133.65
2025-06-23,2025,6,San Diego,Small Business,In-Store,Office Supplies,Office Supplies,Ballpoint Pen,44,878.9,0.26,28616.98,21789.68,6827.3
2025-12-26,2025,12,Phoenix,Home Office,Online,Clothing,Clothing,Sneakers,73,474.7,0.15,29455.13,18366.58,11088.55
2024-04-06,2024,4,New York,Consumer,In-Store,Clothing,Clothing,Sneakers,56,726.37,0.3,28473.7,24535.86,3937.84
2025-05-20,2025,5,San Jose,Small Business,In-Store,Furniture,Furniture,Conference Table,35,860.98,0.13,26216.84,20161.73,6055.11
2024-06-09,2024,6,San Antonio,Home Office,Online,Furniture,Furniture,File Cabinet,1,746.7,0.2,597.36,519.44,77.92
2024-11-24,2024,11,Philadelphia,Home Office,In-Store,Clothing,Clothing,Sneakers,76,641.43,0.29,34611.56,28629.77,5981.79
2025-12-06,2025,12,Los Angeles,Consumer,Online,Clothing,Clothing,Socks,46,809.37,0.12,32763.3,24090.42,8672.88
2023-12-06,2023,12,Dallas,Consumer,In-Store,Furniture,Furniture,File Cabinet,29,966.93,0.21,22152.37,19020.23,3132.14
2023-03-13,2023,3,New York,Corporate,Online,Electronics,Electronics,Nikon D3500 DSLR,18,824.77,0.24,11282.85,9137.44,2145.41
2023-09-18,2023,9,Dallas,Corporate,In-Store,Clothing,Clothing,Sneakers,16,765.62,0.21,9677.44,7785.76,1891.68
2024-04-02,2024,4,Phoenix,Home Office,In-Store,Clothing,Clothing,Socks,84,140.55,0.19,9563.02,7752.87,1810.15
2023-05-24,2023,5,Chicago,Home Office,In-Store,Electronics,Electronics,Samsung Galaxy S23,52,70.7,0.28,2647.01,1807.4,839.61
2024-06-08,2024,6,San Antonio,Home Office,In-Store,Electronics,Electronics,Samsung Galaxy S23,71,47.66,0.27,2470.22,2110.39,359.83
2025-08-12,2025,8,Los Angeles,Home Office,In-Store,Office Supplies,Office Supplies,Printer Paper,31,53.06,0.12,1447.48,968.01,479.47
2024-04-12,2024,4,San Antonio,Home Office,Online,Clothing,Clothing,Sneakers,43,653.88,0.0,28116.84,21834.14,6282.7
2023-08-31,2023,8,New York,Corporate,Online,Clothing,Clothing,Sneakers,46,767.37,0.08,32475.1,22458.16,10016.94
2024-03-12,2024,3,Los Angeles,Corporate,In-Store,Furniture,Furniture,Office Chair,21,934.63,0.05,18645.87,13488.11,5157.76
2025-05-10,2025,5,Dallas,Corporate,In-Store,Clothing,Clothing,Men's T-Shirt,46,267.93,0.2,9859.82,8298.57,1561.25
2024-06-28,2024,6,Houston,Consumer,Online,Office Supplies,Office Supplies,Ballpoint Pen,94,453.51,0.2,34103.95,27348.11,6755.84
2023-05-09,2023,5,Chicago,Consumer,Online,Office Supplies,Office Supplies,Stapler,95,886.91,0.02,82571.32,62621.37,19949.95
2024-02-02,2024,2,Houston,Small Business,Online,Office Supplies,Office Supplies,Ballpoint Pen,53,678.92,0.19,29146.04,18407.27,10738.77
2025-11-05,2025,11,Houston,Consumer,In-Store,Office Supplies,Office Supplies,Stapler,73,373.98,0.08,25116.5,18256.81,6859.69
2023-12-28,2023,12,San Jose,Consumer,Online,Furniture,Furniture,Standing Desk,14,990.38,0.28,9983.03,7037.65,2945.38
2025-06-27,2025,6,Dallas,Corporate,Online,Clothing,Clothing,Sneakers,65,786.56,0.04,49081.34,34475.05,14606.29
2025-02-15,2025,2,Philadelphia,Corporate,Online,Electronics,Electronics,MacBook Pro 16,7,365.06,0.08,2350.99,2082.47,268.52
2024-08-30,2024,8,San Jose,Small Business,Online,Clothing,Clothing,Socks,55,404.03,0.23,17110.67,15276.79,1833.88
2023-10-13,2023,10,San Diego,Small Business,In-Store,Electronics,Electronics,Kindle Paperwhite,93,702.66,0.25,49010.53,34384.82,14625.71
2024-03-31,2024,3,Dallas,Corporate,In-Store,Electronics,Electronics,Dell XPS 13,67,651.38,0.11,38841.79,33219.36,5622.43
2023-12-06,2023,12,Chicago,Consumer,Online,Furniture,Furniture,Conference Table,85,415.77,0.11,31453.0,19845.49,11607.51
2024-08-06,2024,8,San Diego,Consumer,In-Store,Clothing,Clothing,Sneakers,6,538.88,0.12,2845.29,2077.72,767.57
2025-08-28,2025,8,Chicago,Home Office,In-Store,Electronics,Electronics,Nikon D3500 DSLR,15,896.85,0.27,9820.51,6168.95,3651.56
2023-06-17,2023,6,Philadelphia,Consumer,In-Store,Clothing,Clothing,Men's T-Shirt,35,934.44,0.09,29761.91,18878.04,10883.87
2023-01-15,2023,1,Chicago,Small Business,Online,Office Supplies,Office Supplies,Desk Lamp,26,795.93,0.03,20073.35,16059.26,4014.09
2025-01-30,2025,1,Chicago,Corporate,Online,Clothing,Clothing,Women's Jeans,94,379.64,0.06,33544.99,26493.29,7051.7
2025-11-10,2025,11,Philadelphia,Consumer,In-Store,Electronics,Electronics,MacBook Pro 16,66,253.04,0.15,14195.54,11299.66,2895.88
2024-07-30,2024,7,San Diego,Consumer,In-Store,Electronics,Electronics,Sony WH-1000XM5,61,355.67,0.07,20177.16,17389.86,2787.3
2024-05-18,2024,5,Dallas,Corporate,Online,Electronics,Electronics,Samsung Galaxy S23,83,431.86,0.02,35127.49,23857.33,11270.16
2024-03-07,2024,3,New York,Consumer,In-Store,Furniture,Furniture,Office Chair,35,591.61,0.19,16772.14,12623.21,4148.93
2024-03-29,2024,3,Phoenix,Home Office,In-Store,Furniture,Furniture,Office Chair,72,728.82,0.2,41980.03,28709.31,13270.72
2023-02-25,2023,2,Chicago,Home Office,Online,Furniture,Furniture,Office Chair,26,79.87,0.18,1702.83,1345.09,357.74
2025-12-16,2025,12,Los Angeles,Home Office,In-Store,Furniture,Furniture,Office Chair,47,987.19,0.09,42222.12,27288.86,14933.26
2024-07-18,2024,7,Philadelphia,Corporate,In-Store,Office Supplies,Office Supplies,Ballpoint Pen,22,532.5,0.12,10309.2,9038.73,1270.47
2025-03-03,2025,3,Dallas,Corporate,Online,Office Supplies,Office Supplies,Ballpoint Pen,65,677.45,0.05,41832.54,25261.99,16570.55
2023-08-04,2023,8,Houston,Consumer,Online,Clothing,Clothing,Socks,17,815.82,0.14,11927.29,10323.1,1604.19
2024-04-16,2024,4,San Jose,Corporate,Online,Clothing,Clothing,Men's T-Shirt,67,666.29,0.19,36159.56,32179.67,3979.89
2023-12-14,2023,12,San Jose,Corporate,In-Store,Clothing,Clothing,Women's Jeans,46,467.36,0.03,20853.6,14488.97,6364.63
2023-01-07,2023,1,Philadelphia,Small Business,Online,Office Supplies,Office Supplies,Stapler,85,534.95,0.22,35467.19,27867.48,7599.71
2023-03-07,2023,3,Philadelphia,Home Office,In-Store,Clothing,Clothing,Socks,98,779.29,0.13,66442.27,56645.85,9796.42
2024-12-26,2024,12,Chicago,Home Office,Online,Office Supplies,Office Supplies,Desk Lamp,21,133.05,0.04,2682.29,1877.44,804.85
2025-07-11,2025,7,Houston,Corporate,Online,Furniture,Furniture,Office Chair,3,338.98,0.02,996.6,834.35,162.25
2024-09-10,2024,9,San Jose,Consumer,Online,Office Supplies,Office Supplies,Stapler,15,829.95,0.14,10706.35,8178.39,2527.96
2025-12-10,2025,12,Los Angeles,Consumer,In-Store,Clothing,Clothing,Socks,67,629.4,0.15,35844.33,27077.1,8767.23
2023-08-12,2023,8,Houston,Corporate,In-Store,Office Supplies,Office Supplies,Stapler,32,305.16,0.16,8202.7,5542.79,2659.91
2023-01-28,2023,1,Dallas,Corporate,In-Store,Furniture,Furniture,Office Chair,21,201.49,0.25,3173.47,2436.36,737.11
2024-04-04,2024,4,Houston,Corporate,In-Store,Office Supplies,Office Supplies,Stapler,47,206.84,0.21,7679.97,6803.8,876.17
2023-12-20,2023,12,Philadelphia,Home Office,Online,Furniture,Furniture,File Cabinet,10,456.4,0.2,3651.2,2206.0,1445.2
2024-11-08,2024,11,Chicago,Consumer,Online,Electronics,Electronics,Fitbit Versa 4,15,106.61,0.15,1359.28,1027.8,331.48
2025-09-07,2025,9,Dallas,Consumer,Online,Electronics,Electronics,GoPro HERO11,28,790.09,0.03,21458.84,17299.27,4159.57
2024-01-28,2024,1,Philadelphia,Corporate,Online,Electronics,Electronics,Samsung Galaxy S23,77,711.77,0.09,49873.72,44102.25,5771.47
2023-09-02,2023,9,Philadelphia,Small Business,Online,Furniture,Furniture,Conference Table,32,603.88,0.17,16039.05,10429.29,5609.76
2024-09-05,2024,9,Phoenix,Home Office,Online,Electronics,Electronics,MacBook Pro 16,11,718.82,0.16,6641.9,5536.82,1105.08
2025-09-27,2025,9,Houston,Small Business,Online,Clothing,Clothing,Socks,99,314.84,0.1,28052.24,22492.74,5559.5
2024-03-04,2024,3,Chicago,Small Business,In-Store,Clothing,Clothing,Jacket,93,610.32,0.13,49380.99,38072.86,11308.13
2023-05-20,2023,5,Houston,Corporate,Online,Office Supplies,Office Supplies,Ballpoint Pen,19,937.08,0.28,12819.25,11449.86,1369.39
2024-08-19,2024,8,Phoenix,Corporate,In-Store,Office Supplies,Office Supplies,Desk Lamp,58,187.93,0.25,8174.95,6463.72,1711.23
2023-12-18,2023,12,Los Angeles,Corporate,Online,Clothing,Clothing,Jacket,38,254.0,0.17,8011.16,5889.18,2121.98
2025-03-16,2025,3,San Jose,Home Office,In-Store,Office Supplies,Office Supplies,Stapler,56,463.78,0.28,18699.61,16566.64,2132.97
2024-07-09,2024,7,Houston,Consumer,Online,Furniture,Furniture,File Cabinet,80,151.35,0.28,8717.76,7704.77,1012.99
2023-09-22,2023,9,San Antonio,Consumer,Online,Clothing,Clothing,Women's Jeans,53,518.4,0.12,24178.18,16190.82,7987.36
2025-07-31,2025,7,Los Angeles,Small Business,Online,Office Supplies,Office Supplies,Printer Paper,48,594.38,0.18,23394.8,20980.87,2413.93
2025-11-23,2025,11,Philadelphia,Home Office,Online,Office Supplies,Office Supplies,Printer Paper,82,73.53,0.27,4401.51,3606.19,795.32
2024-01-14,2024,1,San Diego,Home Office,Online,Furniture,Furniture,Office Chair,38,269.04,0.16,8587.76,7076.23,1511.53
2023-02-14,2023,2,Philadelphia,Corporate,Online,Office Supplies,Office Supplies,Notebook,71,994.66,0.11,62852.57,50947.09,11905.48
2024-12-01,2024,12,Philadelphia,Consumer,In-Store,Office Supplies,Office Supplies,Stapler,18,660.1,0.14,10218.35,6552.31,3666.04
2023-04-24,2023,4,Philadelphia,Corporate,In-Store,Electronics,Electronics,Dell XPS 13,57,680.81,0.02,38030.05,23030.16,14999.89
2024-05-07,2024,5,Dallas,Consumer,In-Store,Furniture,Furniture,Conference Table,96,190.79,0.11,16301.1,13856.91,2444.19
2025-01-22,2025,1,San Diego,Small Business,Online,Furniture,Furniture,File Cabinet,74,73.97,0.05,5200.09,3322.22,1877.87
2023-02-20,2023,2,San Antonio,Home Office,In-Store,Clothing,Clothing,Sneakers,62,733.34,0.07,42284.38,35594.05,6690.33
2024-11-09,2024,11,Dallas,Consumer,Online,Clothing,Clothing,Jacket,50,872.02,0.29,30956.71,27277.8,3678.91
2024-09-26,2024,9,Los Angeles,Small Business,In-Store,Electronics,Electronics,Kindle Paperwhite,72,220.79,0.23,12240.6,10145.64,2094.96
2025-02-18,2025,2,Houston,Corporate,Online,Office Supplies,Office Supplies,Desk Lamp,71,644.37,0.06,43005.25,35419.0,7586.25
2024-10-16,2024,10,San Jose,Small Business,In-Store,Furniture,Furniture,Office Chair,14,444.79,0.06,5853.44,5227.17,626.27
2023-07-12,2023,7,Houston,Consumer,Online,Clothing,Clothing,Sneakers,82,468.27,0.22,29950.55,26584.72,3365.83
2024-01-10,2024,1,San Antonio,Small Business,In-Store,Clothing,Clothing,Jacket,55,66.53,0.25,2744.36,2007.3,737.06
2023-02-19,2023,2,San Antonio,Home Office,In-Store,Furniture,Furniture,Standing Desk,14,161.19,0.26,1669.93,1381.38,288.55
2023-01-13,2023,1,Dallas,Small Business,In-Store,Office Supplies,Office Supplies,Desk Lamp,80,314.06,0.25,18843.6,16405.98,2437.62
2025-09-24,2025,9,Phoenix,Small Business,Online,Furniture,Furniture,Conference Table,80,697.15,0.04,53541.12,38582.36,14958.76
2024-01-04,2024,1,Dallas,Corporate,In-Store,Electronics,Electronics,Dell XPS 13,22,627.55,0.2,11044.88,6884.58,4160.3
2024-08-31,2024,8,San Diego,Home Office,In-Store,Furniture,Furniture,File Cabinet,15,944.7,0.27,10344.47,9090.62,1253.85
2024-08-14,2024,8,Philadelphia,Consumer,In-Store,Clothing,Clothing,Socks,76,243.85,0.18,15196.73,11922.22,3274.51
2025-02-03,2025,2,Philadelphia,Small Business,In-Store,Office Supplies,Office Supplies,Notebook,66,806.41,0.27,38852.83,33172.51,5680.32
2025-12-28,2025,12,San Antonio,Consumer,Online,Clothing,Clothing,Men's T-Shirt,51,925.25,0.21,37278.32,24733.36,12544.96
2023-11-17,2023,11,San Antonio,Small Business,In-Store,Furniture,Furniture,File Cabinet,64,744.42,0.26,35255.73,24049.46,11206.27
2024-08-09,2024,8,Los Angeles,Consumer,In-Store,Office Supplies,Office Supplies,Ballpoint Pen,45,262.46,0.03,11456.38,7209.16,4247.22
2023-09-16,2023,9,Chicago,Home Office,In-Store,Office Supplies,Office Supplies,Printer Paper,26,44.38,0.19,934.64,588.61,346.03
2023-10-16,2023,10,Chicago,Consumer,In-Store,Office Supplies,Office Supplies,Printer Paper,52,794.21,0.1,37169.03,33285.83,3883.2
2025-03-30,2025,3,Chicago,Small Business,Online,Furniture,Furniture,Bookshelf,70,222.58,0.05,14801.57,13081.82,1719.75
2025-03-14,2025,3,Houston,Small Business,Online,Clothing,Clothing,Sneakers,36,591.74,0.22,16616.06,13662.4,2953.66
2023-08-30,2023,8,Phoenix,Consumer,Online,Furniture,Furniture,Standing Desk,39,426.13,0.22,12962.87,11638.68,1324.19
2023-03-02,2023,3,Chicago,Home Office,In-Store,Electronics,Electronics,MacBook Pro 16,32,798.06,0.25,19153.44,16460.17,2693.27
2023-10-29,2023,10,Dallas,Consumer,Online,Clothing,Clothing,Jacket,32,463.73,0.03,14394.18,12836.27,1557.91
2024-02-18,2024,2,Philadelphia,Corporate,In-Store,Furniture,Furniture,Office Chair,97,312.33,0.19,24539.77,17620.51,6919.26
2023-04-09,2023,4,Chicago,Corporate,Online,Office Supplies,Office Supplies,Desk Lamp,40,386.9,0.06,14547.44,9769.9,4777.54
2023-06-23,2023,6,Houston,Corporate,Online,Clothing,Clothing,Socks,64,253.58,0.24,12334.13,8908.77,3425.36
2023-03-04,2023,3,Phoenix,Corporate,In-Store,Electronics,Electronics,Kindle Paperwhite,50,195.66,0.14,8413.38,6542.36,1871.02
2025-04-25,2025,4,San Diego,Small Business,In-Store,Furniture,Furniture,File Cabinet,61,690.37,0.17,34953.43,29198.28,5755.15
2025-10-01,2025,10,Chicago,Small Business,In-Store,Electronics,Electronics,MacBook Pro 16,64,522.56,0.22,26086.2,16502.74,9583.46
2024-05-11,2024,5,Phoenix,Home Office,Online,Furniture,Furniture,Bookshelf,21,101.7,0.26,1580.42,966.07,614.35
2025-08-05,2025,8,Los Angeles,Home Office,In-Store,Office Supplies,Office Supplies,Printer Paper,14,661.47,0.07,8612.34,6537.19,2075.15
2023-02-14,2023,2,Phoenix,Consumer,In-Store,Electronics,Electronics,iPhone 14 Pro,31,389.11,0.07,11218.04,7206.78,4011.26
2023-11-17,2023,11,San Jose,Home Office,Online,Electronics,Electronics,Kindle Paperwhite,21,82.3,0.21,1365.36,824.87,540.49
2024-01-19,2024,1,Los Angeles,Small Business,In-Store,Clothing,Clothing,Socks,24,90.09,0.06,2032.43,1502.91,529.52
2023-05-23,2023,5,Dallas,Small Business,Online,Electronics,Electronics,Sony WH-1000XM5,85,900.01,0.21,60435.67,46385.25,14050.42
2024-02-17,2024,2,Phoenix,Home Office,In-Store,Furniture,Furniture,Conference Table,42,500.93,0.16,17672.81,12314.65,5358.16
2023-03-01,2023,3,Houston,Consumer,Online,Furniture,Furniture,Office Chair,10,868.01,0.09,7898.89,5079.13,2819.76
2024-12-21,2024,12,Philadelphia,Small Business,Online,Electronics,Electronics,GoPro HERO11,21,811.24,0.05,16184.24,10396.33,5787.91
2024-05-07,2024,5,Los Angeles,Corporate,Online,Office Supplies,Office Supplies,Notebook,91,990.9,0.02,88368.46,75892.72,12475.74
2024-02-25,2024,2,Los Angeles,Consumer,In-Store,Furniture,Furniture,Office Chair,34,46.93,0.06,1499.88,920.2,579.68
2023-09-06,2023,9,Chicago,Corporate,Online,Electronics,Electronics,GoPro HERO11,80,798.29,0.29,45342.87,34850.43,10492.44
2025-09-28,2025,9,San Antonio,Consumer,Online,Furniture,Furniture,Bookshelf,50,746.4,0.17,30975.6,20222.54,10753.06
2023-09-10,2023,9,Chicago,Small Business,In-Store,Electronics,Electronics,Sony WH-1000XM5,90,608.25,0.19,44341.43,36165.58,8175.85
2024-02-04,2024,2,Los Angeles,Consumer,In-Store,Clothing,Clothing,Sneakers,26,515.87,0.03,13010.24,9751.56,3258.68
2024-06-18,2024,6,Houston,Consumer,In-Store,Office Supplies,Office Supplies,Desk Lamp,21,804.29,0.16,14187.68,11385.53,2802.15
2025-10-28,2025,10,Houston,Small Business,Online,Furniture,Furniture,File Cabinet,6,459.3,0.0,2755.8,1900.66,855.14
2024-09-13,2024,9,Philadelphia,Consumer,Online,Furniture,Furniture,File Cabinet,70,617.26,0.01,42776.12,27157.36,15618.76
2023-09-20,2023,9,Phoenix,Corporate,Online,Electronics,Electronics,Sony WH-1000XM5,10,961.21,0.15,8170.28,5918.03,2252.25
2023-07-30,2023,7,Philadelphia,Consumer,In-Store,Electronics,Electronics,Sony WH-1000XM5,30,443.63,0.08,12244.19,9347.78,2896.41
2025-05-22,2025,5,San Diego,Small Business,Online,Furniture,Furniture,File Cabinet,97,711.99,0.24,52487.9,32893.14,19594.76
2024-09-22,2024,9,San Antonio,Corporate,In-Store,Office Supplies,Office Supplies,Ballpoint Pen,64,733.43,0.2,37551.62,31564.02,5987.6
2023-05-07,2023,5,New York,Consumer,In-Store,Electronics,Electronics,GoPro HERO11,23,522.08,0.12,10566.9,8790.94,1775.96
2023-09-04,2023,9,San Jose,Corporate,In-Store,Clothing,Clothing,Jacket,27,976.39,0.07,24517.15,17050.01,7467.14
2025-03-15,2025,3,San Jose,Small Business,In-Store,Office Supplies,Office Supplies,Desk Lamp,38,939.04,0.14,30687.83,26192.3,4495.53
2024-03-12,2024,3,Philadelphia,Home Office,Online,Furniture,Furniture,Office Chair,74,554.41,0.07,38154.5,26036.25,12118.25
2023-10-05,2023,10,San Antonio,Home Office,In-Store,Clothing,Clothing,Sneakers,67,304.9,0.02,20019.73,12394.7,7625.03
2024-06-23,2024,6,Houston,Corporate,Online,Electronics,Electronics,Dell XPS 13,33,258.68,0.07,7938.89,6124.4,1814.49
2025-04-03,2025,4,Houston,Consumer,In-Store,Clothing,Clothing,Jacket,48,26.25,0.14,1083.6,767.37,316.23
2025-11-04,2025,11,Phoenix,Corporate,In-Store,Furniture,Furniture,Standing Desk,98,81.81,0.09,7295.82,5278.27,2017.55
2025-10-13,2025,10,Chicago,Small Business,In-Store,Clothing,Clothing,Jacket,6,359.08,0.07,2003.67,1469.37,534.3
2024-03-06,2024,3,Philadelphia,Small Business,In-Store,Furniture,Furniture,Office Chair,25,728.75,0.26,13481.88,10270.79,3211.09
